Motor RPM,Motor Temp (°C),Motor Current (A),Torque (Nm),Motor Status
2661.38,36.39,35.33,282.51,Good
548.48,110.29,192.92,194.75,Faulty
4221.79,32.77,189.62,211.9,Faulty
2642.19,97.36,70.54,240.88,Good
6009.56,98.29,129.75,309.84,Good
679.6,115.78,109.08,45.24,Faulty
4886.21,34.87,164.04,312.98,Good
7561.06,83.72,127.35,229.66,Good
1808.07,68.51,5.05,270.95,Good
4037.37,59.76,153.82,137.75,Good
1185.66,38.13,150.64,169.66,Good
5192.61,80.64,104.4,100.15,Good
4628.99,73.11,181.07,391.93,Faulty
3555.24,39.41,182.15,203.83,Faulty
4410.33,85.12,107.16,398.47,Good
7224.31,96.42,123.56,201.02,Good
1972.21,99.06,199.32,95.7,Faulty
669.23,111.48,63.27,207.91,Faulty
6962.49,66.85,68.3,25.44,Good
4828.38,115.78,40.64,362.86,Faulty
7179.94,107.89,179.69,329.23,Faulty
4977.09,56.69,150.18,293.07,Good
6576.21,44.34,25.6,247.83,Good
3722.55,69.19,196.44,236.14,Faulty
6123.95,66.17,147.54,398.72,Good
7347.81,81.81,170.85,118.42,Good
4790.92,82.5,14.39,314.08,Good
1855.89,97.5,103.47,236.75,Good
2515.98,75.89,141.23,390.59,Good
1989.83,39.43,110.87,332.84,Good
2351.43,107.25,135.0,399.42,Faulty
2798.12,57.88,164.49,239.45,Good
4663.5,117.42,78.0,89.77,Faulty
4909.94,40.61,170.49,206.44,Good
3698.75,116.24,36.77,287.33,Faulty
5115.66,38.19,57.82,312.0,Good
1111.81,50.79,13.45,10.2,Good
1158.41,34.19,76.06,206.96,Good
1788.72,93.46,79.08,101.74,Good
4385.58,106.53,162.03,351.22,Faulty
2104.96,69.07,132.36,69.63,Good
2624.63,113.57,90.16,269.92,Faulty
3502.35,83.13,132.16,113.76,Good
6589.0,86.7,15.29,149.05,Good
603.97,106.09,40.15,376.82,Faulty
5370.34,56.71,127.25,103.77,Good
5516.57,61.88,130.07,47.05,Good
6489.92,111.54,155.96,37.02,Faulty
7495.65,111.09,83.58,206.8,Faulty
651.03,117.88,145.9,260.27,Faulty
1653.38,111.17,138.38,137.64,Faulty
7146.28,41.46,192.86,279.2,Faulty
3938.89,104.14,46.95,33.8,Faulty
4734.43,66.89,112.58,344.36,Good
5472.7,119.17,122.34,328.46,Faulty
5593.0,72.51,199.74,394.34,Faulty
7488.05,79.85,44.23,375.24,Good
7977.12,77.68,107.03,148.92,Good
5901.18,58.96,72.51,165.72,Good
2654.16,36.75,107.55,300.93,Good
7098.14,110.61,50.27,62.29,Faulty
869.16,102.24,14.28,132.47,Faulty
2233.11,42.56,116.65,56.23,Good
7230.39,99.91,70.49,187.41,Good
2421.44,86.33,40.48,225.28,Good
2154.88,66.82,68.17,92.35,Good
1535.94,52.86,14.61,20.39,Good
6943.34,107.38,190.34,290.55,Faulty
4250.44,93.02,118.32,17.8,Good
5561.7,79.3,163.88,389.63,Good
2293.0,84.86,87.51,96.43,Good
6185.3,38.2,181.15,268.92,Faulty
6200.04,72.65,99.25,179.55,Good
2844.49,47.43,116.92,33.27,Good
3580.12,48.75,100.9,194.15,Good
2072.68,89.52,147.99,211.54,Good
7824.21,112.01,115.5,343.33,Faulty
5342.02,66.34,57.96,295.62,Good
7509.08,48.7,33.38,40.93,Good
2775.39,88.39,123.19,91.57,Good
6364.18,108.41,100.39,131.64,Faulty
6243.94,97.35,23.72,55.4,Good
5687.42,108.19,82.15,188.19,Faulty
7742.29,78.29,105.38,393.88,Good
3451.67,97.67,166.24,210.7,Good
1480.38,42.61,19.84,299.33,Good
5537.82,61.34,72.96,276.35,Good
5969.82,65.06,165.42,341.47,Good
4812.95,76.02,131.44,94.13,Good
2051.13,113.62,61.54,303.99,Faulty
4283.42,108.69,169.84,353.73,Faulty
2841.42,42.11,101.19,76.89,Good
3706.0,45.55,102.18,145.25,Good
5339.14,62.19,195.43,388.34,Faulty
6089.11,56.17,189.69,314.51,Faulty
2241.69,85.33,74.91,120.21,Good
3539.94,111.25,32.41,229.94,Faulty
2518.71,116.61,68.51,167.69,Faulty
1989.74,88.82,10.94,201.09,Good
6375.4,105.43,9.05,148.51,Faulty
7319.4,77.27,82.13,118.94,Good
3276.74,48.75,188.5,273.16,Faulty
6134.59,77.22,174.91,313.63,Good
7227.46,79.96,104.73,350.84,Good
6845.93,96.82,115.22,70.58,Good
1871.1,49.79,6.16,330.91,Good
7672.19,63.15,47.02,109.37,Good
3325.07,62.76,9.83,176.66,Good
3044.3,116.35,152.14,361.56,Faulty
968.23,69.96,33.4,187.26,Good
4146.3,97.96,174.46,86.85,Good
1317.6,97.57,130.45,72.35,Good
2364.05,53.9,49.74,194.46,Good
2877.07,81.47,35.76,307.44,Good
6566.2,110.49,127.39,398.91,Faulty
7066.16,72.77,180.66,317.09,Faulty
2768.5,115.06,145.08,352.03,Faulty
6940.24,49.3,72.97,301.65,Good
6929.23,36.67,119.54,359.22,Good
6234.88,110.23,65.6,39.75,Faulty
1600.21,106.29,199.83,372.67,Faulty
5677.42,119.33,151.02,164.6,Faulty
7587.68,91.15,124.8,369.43,Good
5619.05,114.3,87.54,39.54,Faulty
2987.13,104.43,125.54,288.94,Faulty
4254.34,106.0,71.62,296.92,Faulty
5342.94,81.22,10.63,398.8,Good
4329.28,64.41,82.04,309.85,Good
1399.65,114.11,186.44,159.2,Faulty
2840.48,68.89,127.13,227.33,Good
6517.97,78.49,21.37,152.95,Good
6960.64,70.15,177.57,86.45,Good
1529.75,80.83,57.43,106.92,Good
7642.9,72.35,52.54,96.58,Good
2966.17,34.32,62.93,224.04,Good
5467.35,109.38,117.55,363.4,Faulty
6138.69,70.0,111.21,365.96,Good
6589.6,83.0,100.83,31.36,Good
7593.12,42.53,144.92,41.16,Good
2846.9,30.3,66.72,105.6,Good
6938.8,52.08,157.5,109.47,Good
1487.65,93.41,39.19,47.01,Good
5787.81,38.93,157.61,161.5,Good
6064.83,111.8,134.44,239.21,Faulty
5582.92,49.35,138.23,235.48,Good
2392.36,48.41,98.9,221.94,Good
7047.82,46.34,135.07,142.08,Good
1766.44,31.26,20.56,285.52,Good
902.26,99.46,171.05,332.33,Good
5880.99,108.75,15.83,145.05,Faulty
4066.07,85.27,34.0,43.36,Good
6868.24,46.94,117.47,125.57,Good
3375.48,55.68,149.19,63.57,Good
1762.09,72.83,19.87,192.27,Good
6773.32,115.89,184.55,70.81,Faulty
4616.82,52.26,194.85,190.51,Faulty
1918.97,95.85,123.16,96.19,Good
5902.88,69.55,98.84,298.11,Good
4333.35,56.81,149.57,20.75,Good
5032.35,71.03,69.03,226.35,Good
3956.74,36.41,101.19,76.1,Good
6715.32,101.88,183.65,10.39,Faulty
6721.72,51.9,191.35,348.99,Faulty
5820.42,95.29,185.78,271.9,Faulty
1290.51,36.15,56.18,48.59,Good
6791.4,115.96,50.33,268.99,Faulty
5532.6,47.37,63.04,248.54,Good
5727.68,109.45,91.06,194.61,Faulty
3222.37,102.85,66.26,173.51,Faulty
7094.6,117.11,77.97,355.96,Faulty
5940.29,73.01,126.02,105.61,Good
1344.43,95.47,153.69,165.34,Good
3558.34,63.36,148.43,138.36,Good
7147.85,46.59,163.81,310.77,Good
853.98,69.88,11.28,367.42,Good
7710.62,44.92,14.31,341.41,Good
5593.72,118.38,158.93,321.1,Faulty
5235.32,38.66,108.95,394.85,Good
2529.19,83.03,117.74,281.89,Good
2365.94,86.38,15.25,302.91,Good
7565.44,78.43,54.79,393.29,Good
2737.04,89.6,129.48,12.73,Good
6316.29,40.46,172.54,257.28,Good
3448.41,79.95,183.81,298.2,Faulty
1544.41,55.85,102.58,367.95,Good
580.36,114.62,111.37,354.7,Faulty
4581.93,98.59,167.44,338.36,Good
7818.34,117.53,109.84,378.86,Faulty
3268.52,33.38,105.79,219.58,Good
3178.94,55.66,181.49,12.7,Faulty
3080.69,47.59,159.04,14.31,Good
4404.08,31.0,182.27,222.41,Faulty
3804.99,51.81,47.56,179.76,Good
7099.36,91.09,107.25,185.99,Good
4291.41,50.8,169.28,166.16,Good
4308.18,75.81,26.67,367.91,Good
1537.79,109.9,159.96,150.08,Faulty
7870.55,92.44,40.68,343.93,Good
2374.8,65.52,162.58,362.12,Good
1050.23,63.52,124.34,204.81,Good
5473.6,71.02,42.68,184.31,Good
4965.25,45.93,97.3,306.8,Good
3613.59,87.06,137.97,286.11,Good
3666.44,62.77,128.6,138.13,Good
6387.98,106.71,88.31,49.99,Faulty
1967.84,98.09,180.38,113.29,Faulty
6651.9,84.95,106.26,61.1,Good
5365.6,62.78,103.64,124.95,Good
3642.27,48.89,17.14,112.11,Good
3935.21,99.85,184.81,258.71,Faulty
2424.85,73.78,39.54,382.25,Good
6140.86,50.23,108.03,277.44,Good
4346.56,47.57,161.7,371.39,Good
2906.41,44.89,47.01,315.81,Good
4970.38,99.94,107.84,293.87,Good
7968.01,50.61,51.93,171.48,Good
3764.47,77.4,153.14,136.67,Good
7405.19,70.64,115.05,340.05,Good
3087.63,82.16,171.92,363.1,Good
910.5,108.94,179.44,186.23,Faulty
2031.82,108.1,131.5,13.53,Faulty
3640.21,70.6,146.45,319.09,Good
2147.26,31.38,112.1,121.18,Good
501.7,68.38,79.96,13.86,Good
7362.51,84.56,131.38,323.95,Good
6829.1,80.2,182.12,211.79,Faulty
6067.19,88.62,86.25,277.23,Good
1758.61,43.87,66.31,366.73,Good
1402.73,88.19,80.75,221.06,Good
1007.04,46.44,89.9,206.25,Good
5930.22,97.55,19.34,123.36,Good
7466.06,60.52,102.2,129.03,Good
3729.02,93.89,101.39,320.65,Good
1393.56,34.31,119.75,185.12,Good
4342.95,66.71,75.75,73.78,Good
3116.24,93.45,124.56,46.87,Good
3311.19,50.42,176.25,194.44,Good
5159.98,101.58,191.32,191.33,Faulty
5890.39,86.77,118.8,264.85,Good
1329.53,82.88,13.31,193.72,Good
766.93,61.82,194.0,65.96,Faulty
7957.48,73.42,142.64,208.04,Good
2245.46,83.76,70.51,363.65,Good
903.73,72.52,33.7,72.18,Good
1924.06,92.85,32.97,279.0,Good
792.18,69.03,37.71,241.61,Good
3438.58,48.2,13.89,301.95,Good
6518.01,49.25,180.92,68.73,Faulty
3059.33,30.52,110.45,377.23,Good
3831.38,57.09,141.49,252.18,Good
5566.9,97.4,166.48,340.36,Good
4316.71,101.47,159.35,106.18,Faulty
6960.84,48.22,177.11,298.37,Good
6995.27,116.31,193.61,314.6,Faulty
574.33,75.22,90.62,165.0,Good
6335.35,112.53,190.32,159.74,Faulty
3955.5,93.61,146.04,266.54,Good
7916.3,95.02,18.78,46.43,Good
4124.24,37.65,137.95,296.89,Good
7901.72,49.8,138.91,26.73,Good
6159.27,30.79,181.64,84.33,Faulty
2364.54,94.45,77.72,269.02,Good
4537.96,61.0,119.06,48.35,Good
7941.02,100.8,7.38,389.02,Faulty
6931.48,60.5,69.75,348.67,Good
1230.25,103.74,17.14,254.26,Faulty
5797.79,41.76,106.77,329.43,Good
3091.85,45.6,164.4,356.16,Good
552.37,60.68,45.26,111.2,Good
3526.11,66.76,107.85,341.27,Good
2260.66,61.38,44.78,85.97,Good
6641.52,98.73,28.53,171.2,Good
3029.98,38.73,104.64,227.72,Good
6706.43,61.61,20.43,288.42,Good
504.48,105.35,119.53,21.76,Faulty
2808.64,36.01,11.11,123.3,Good
2308.74,114.81,25.81,247.32,Faulty
2251.76,118.77,112.25,149.37,Faulty
1011.4,37.97,120.32,312.26,Good
1903.43,56.21,10.65,264.14,Good
4666.62,63.52,116.81,101.42,Good
2685.21,99.88,168.51,66.91,Good
3630.46,83.63,145.85,255.33,Good
3326.5,87.99,30.58,185.68,Good
7069.29,98.18,120.53,75.89,Good
7289.74,40.62,136.09,137.29,Good
4197.18,104.99,12.26,128.19,Faulty
2976.17,93.51,171.79,52.17,Good
1301.01,81.96,181.72,223.29,Faulty
7650.52,110.08,170.84,307.82,Faulty
951.7,93.03,165.8,234.43,Good
2732.38,48.15,150.27,332.25,Good
2735.5,68.68,128.52,59.75,Good
2903.01,74.46,137.33,179.89,Good
1732.15,34.97,162.25,247.67,Good
6373.71,115.92,134.19,273.64,Faulty
1418.73,41.57,68.91,281.36,Good
5261.8,92.77,78.31,294.3,Good
1428.85,75.56,179.93,264.06,Good
1029.02,32.31,8.34,46.75,Good
7320.72,113.23,141.27,281.17,Faulty
1925.97,106.67,191.18,292.67,Faulty
6659.38,77.18,142.71,397.46,Good
4584.73,50.6,198.81,280.41,Faulty
1083.92,40.95,139.07,277.86,Good
7665.86,62.71,11.7,210.78,Good
2352.21,52.99,166.27,348.49,Good
6947.34,75.6,60.5,398.77,Good
1766.08,116.98,91.98,313.83,Faulty
6904.57,81.75,65.86,248.88,Good
599.22,110.09,57.37,40.79,Faulty
4338.35,88.58,89.12,293.43,Good
6270.82,72.77,78.86,286.34,Good
7510.97,106.91,128.5,312.47,Faulty
7319.02,72.42,163.56,58.58,Good
6647.19,108.18,62.93,264.96,Faulty
7161.44,56.24,46.68,125.33,Good
1994.15,41.59,135.04,306.51,Good
2631.38,106.98,135.71,103.75,Faulty
2667.26,82.87,180.72,276.75,Faulty
3327.9,110.02,8.11,125.05,Faulty
3449.91,114.4,171.34,13.51,Faulty
4584.16,34.83,106.6,257.01,Good
1699.1,75.09,126.15,54.17,Good
5684.35,63.75,22.82,267.12,Good
1756.75,86.33,89.36,370.99,Good
2827.31,101.42,49.32,388.01,Faulty
4275.09,55.25,54.57,102.01,Good
6473.3,80.11,103.3,325.61,Good
6046.02,93.79,163.43,147.89,Good
5341.51,42.1,150.04,361.18,Good
1668.3,103.27,120.24,317.12,Faulty
4602.84,84.55,110.19,38.83,Good
1155.85,115.46,88.32,168.78,Faulty
3330.22,60.56,194.68,141.55,Faulty
3601.37,39.73,114.24,316.22,Good
798.59,75.59,54.52,170.01,Good
2554.91,37.72,49.87,276.99,Good
7667.37,117.26,124.21,244.95,Faulty
7652.24,33.48,106.95,390.5,Good
3142.45,97.82,6.5,375.74,Good
823.25,77.26,166.86,176.8,Good
1843.21,63.18,142.3,292.2,Good
3441.63,35.93,134.06,333.49,Good
7608.35,86.0,18.41,360.57,Good
1558.99,82.67,75.6,36.57,Good
6226.37,55.28,187.4,127.81,Faulty
1315.12,111.92,173.2,134.89,Faulty
7859.43,57.37,60.68,179.43,Good
3362.12,70.48,35.63,76.01,Good
6314.26,78.94,92.57,203.52,Good
3069.43,39.02,74.39,268.65,Good
5207.52,113.89,138.03,203.97,Faulty
1940.12,63.71,193.45,269.66,Faulty
1595.16,37.27,75.79,35.91,Good
7535.48,64.86,17.13,351.64,Good
7382.35,84.02,180.03,376.24,Faulty
7156.02,76.23,12.4,250.98,Good
5190.75,92.51,190.79,353.74,Faulty
6562.01,34.99,134.59,61.26,Good
1017.78,55.61,188.63,321.01,Faulty
3010.92,103.73,43.93,56.47,Faulty
2852.77,37.19,12.94,169.12,Good
5267.34,106.99,100.2,136.29,Faulty
3169.68,38.27,92.87,238.38,Good
1613.8,105.1,69.64,127.59,Faulty
4973.5,62.47,191.74,258.55,Faulty
6607.88,85.1,165.4,153.28,Good
3365.93,43.76,134.01,345.71,Good
1492.02,35.96,36.76,257.21,Good
1975.16,49.43,148.19,93.97,Good
2281.12,41.51,146.77,141.09,Good
2749.23,58.12,87.89,340.49,Good
5320.96,76.29,185.33,160.73,Faulty
5007.09,82.99,37.56,218.96,Good
5720.6,101.09,57.13,263.09,Faulty
3218.76,89.06,17.33,145.65,Good
6679.98,84.79,160.11,124.65,Good
2030.66,67.06,126.24,195.35,Good
4017.81,72.64,66.41,93.8,Good
6507.04,67.31,36.94,120.84,Good
1851.19,105.79,12.83,34.21,Faulty
1323.97,50.7,37.52,128.55,Good
7127.63,30.51,93.39,135.07,Good
3071.97,88.62,53.2,385.11,Good
5629.03,48.22,55.5,239.99,Good
690.11,110.11,175.74,317.08,Faulty
5675.35,107.31,105.45,27.7,Faulty
2870.76,36.91,147.2,51.55,Good
918.06,39.57,11.96,327.67,Good
5073.6,74.57,76.21,253.18,Good
2306.03,84.83,98.44,84.48,Good
3401.05,54.74,41.35,167.87,Good
1104.36,94.51,28.44,220.08,Good
1603.72,83.54,174.71,339.01,Good
2734.83,59.23,188.19,33.56,Faulty
1173.2,32.28,20.37,242.72,Good
7331.2,97.51,73.06,289.64,Good
545.35,49.33,191.87,391.38,Faulty
4128.95,105.1,21.22,324.79,Faulty
1424.36,67.83,130.51,117.73,Good
2807.59,81.94,194.58,286.74,Faulty
7445.45,108.57,195.75,307.68,Faulty
1712.71,107.73,96.89,294.6,Faulty
7743.74,63.44,36.74,329.86,Good
2043.46,48.8,44.41,362.45,Good
6061.75,99.76,178.47,48.39,Good
4600.08,68.98,182.78,50.86,Faulty
7133.59,47.28,123.54,320.6,Good
4654.95,111.4,154.4,108.43,Faulty
4509.19,47.83,149.29,32.83,Good
1965.94,32.32,134.06,166.48,Good
1746.72,31.83,166.32,329.75,Good
7373.67,86.01,138.65,59.36,Good
2958.79,89.55,109.13,272.02,Good
3290.62,57.99,51.21,11.41,Good
6198.68,58.8,150.06,52.8,Good
3041.18,60.55,97.32,146.83,Good
7640.47,91.21,62.48,42.6,Good
6034.46,35.23,161.38,339.9,Good
4980.72,113.62,140.86,346.99,Faulty
7106.71,50.03,187.78,304.67,Faulty
872.04,119.97,37.26,104.57,Faulty
2427.97,45.44,131.59,214.07,Good
3987.77,99.44,52.63,81.83,Good
2202.34,50.11,181.2,119.7,Faulty
6079.29,37.28,24.4,211.24,Good
7394.06,108.74,132.95,296.66,Faulty
3678.28,107.29,159.26,46.92,Faulty
3065.99,66.32,74.21,125.71,Good
7711.63,93.22,191.06,371.38,Faulty
3836.39,80.14,170.89,177.36,Good
4167.86,106.77,62.45,376.16,Faulty
3137.37,58.36,6.47,396.65,Good
7321.61,77.13,62.85,215.4,Good
4767.17,73.68,59.86,122.34,Good
6216.31,61.85,178.54,318.4,Good
6588.55,110.23,193.59,72.13,Faulty
3063.87,44.93,18.74,108.3,Good
3752.71,43.46,96.9,316.1,Good
6863.54,81.92,111.92,179.12,Good
3224.42,89.17,23.12,88.6,Good
6454.51,47.52,78.61,263.94,Good
7557.44,65.16,66.83,295.78,Good
5174.08,115.19,109.53,58.78,Faulty
6062.2,52.2,133.93,118.02,Good
6538.23,90.15,142.18,96.3,Good
6837.8,96.61,31.67,158.14,Good
3462.9,70.33,163.52,307.74,Good
884.48,114.38,137.32,288.35,Faulty
3514.07,96.3,178.37,268.38,Good
5553.17,71.21,92.62,12.45,Good
3877.63,81.24,179.31,65.44,Good
6117.22,92.34,173.83,97.09,Good
3177.37,83.3,90.49,116.06,Good
5260.58,109.08,79.32,67.11,Faulty
1898.15,62.12,186.9,170.02,Faulty
6120.27,56.99,144.46,39.32,Good
4592.72,49.25,186.01,302.51,Faulty
2030.48,33.4,160.41,317.21,Good
2689.33,33.87,123.81,233.96,Good
6114.57,108.3,27.59,44.98,Faulty
4119.51,91.06,61.84,357.13,Good
2120.24,89.45,193.92,386.6,Faulty
7754.53,85.32,67.29,88.92,Good
5863.44,106.43,23.18,284.81,Faulty
7678.51,73.22,142.97,338.36,Good
3703.29,108.34,148.13,220.54,Faulty
4063.25,62.35,60.66,136.1,Good
7234.66,113.4,63.05,196.64,Faulty
4437.87,92.88,96.43,209.78,Good
5804.59,53.15,9.25,166.25,Good
2391.3,80.77,158.92,372.64,Good
3850.45,77.97,66.83,300.11,Good
1425.87,42.41,171.48,104.11,Good
2044.85,83.21,161.51,238.37,Good
507.08,58.33,133.97,278.59,Good
794.49,34.71,68.35,64.66,Good
7829.63,115.38,105.68,149.79,Faulty
2317.65,87.73,91.74,363.16,Good
5474.83,108.92,71.08,231.2,Faulty
6793.25,90.85,170.39,94.63,Good
4629.95,62.13,99.28,57.89,Good
1648.58,76.14,167.38,212.11,Good
5960.87,90.82,25.52,223.6,Good
5001.89,116.42,32.5,140.42,Faulty
5984.38,52.83,195.58,255.86,Faulty
6273.1,108.75,119.61,36.79,Faulty
7815.58,113.17,104.41,66.6,Faulty
4801.72,90.34,107.02,223.05,Good
3062.31,113.81,46.98,34.11,Faulty
5363.48,65.81,145.15,353.55,Good
1013.31,115.77,21.53,65.44,Faulty
7230.48,93.25,116.8,272.83,Good
1395.36,33.78,116.3,162.57,Good
2958.82,111.62,183.27,165.92,Faulty
6618.09,73.6,107.61,308.31,Good
4979.84,71.43,31.73,204.79,Good
3452.27,80.98,116.69,293.01,Good
4050.77,43.44,22.81,207.02,Good
6909.11,72.22,44.74,241.23,Good
3050.03,104.8,11.07,306.68,Faulty
7022.37,31.39,105.09,246.85,Good
1161.01,54.56,21.48,250.09,Good
6325.99,30.22,96.53,317.8,Good
6856.61,67.41,186.92,380.14,Faulty
1863.63,95.55,145.35,156.92,Good
3727.6,101.89,20.1,235.08,Faulty
1741.25,115.07,48.72,43.65,Faulty
5799.53,84.77,136.36,149.93,Good
4515.11,52.92,179.47,170.7,Good
5264.93,113.17,11.42,335.74,Faulty
1973.65,99.78,163.43,210.22,Good
2088.09,81.7,114.55,295.12,Good
811.23,92.61,111.49,17.41,Good
2915.51,113.19,191.77,191.15,Faulty
4698.08,94.12,150.79,361.51,Good
6934.51,63.15,170.77,97.48,Good
5501.96,94.17,74.03,22.29,Good
3765.47,33.63,113.1,179.03,Good
7648.4,64.78,125.0,284.73,Good
5894.34,66.57,67.71,187.24,Good
7476.24,45.02,116.2,189.39,Good
4456.91,32.08,51.15,271.22,Good
2441.78,42.0,32.96,109.21,Good
896.2,88.92,77.92,303.24,Good
5945.64,102.21,149.16,69.71,Faulty
1409.77,118.94,183.66,164.34,Faulty
2770.81,61.17,94.25,265.84,Good
4493.53,83.94,130.35,333.06,Good
4733.12,114.34,25.09,318.7,Faulty
5004.37,45.03,181.37,291.46,Faulty
1746.91,94.59,115.88,150.05,Good
3348.03,97.95,157.17,57.7,Good
5128.96,38.01,159.92,94.57,Good
7773.64,107.51,55.01,347.29,Faulty
5957.23,103.18,108.19,344.36,Faulty
7419.53,33.01,192.29,381.11,Faulty
6216.59,38.2,22.48,39.64,Good
4937.88,34.42,138.19,219.36,Good
1940.18,60.13,192.64,262.99,Faulty
5500.14,75.84,63.61,287.16,Good
5175.35,77.91,172.98,261.11,Good
5018.52,54.09,187.06,310.3,Faulty
4173.39,112.04,150.68,150.19,Faulty
4464.92,63.14,50.11,79.98,Good
3008.32,34.1,70.13,89.79,Good
4394.85,57.02,11.98,14.67,Good
1981.67,77.8,167.13,146.63,Good
6538.81,66.74,170.67,45.78,Good
1893.33,54.65,128.38,135.38,Good
1137.25,41.82,73.74,255.0,Good
3771.85,103.72,19.98,358.85,Faulty
5437.31,119.65,151.85,337.45,Faulty
3782.88,59.66,146.67,108.54,Good
2575.66,64.35,182.96,62.29,Faulty
4686.28,85.62,147.45,85.3,Good
3102.52,94.66,166.6,388.68,Good
7496.51,65.28,150.46,224.3,Good
7419.84,111.44,127.98,81.18,Faulty
4267.79,80.4,88.26,337.89,Good
2959.13,70.54,180.91,164.12,Faulty
6028.49,88.2,131.94,360.7,Good
775.35,115.75,82.68,111.66,Faulty
4060.77,101.51,21.28,163.36,Faulty
3022.43,33.6,61.69,206.93,Good
7404.02,59.91,111.03,358.12,Good
590.02,72.35,58.75,348.82,Good
4646.11,58.31,48.14,234.0,Good
6054.98,93.02,107.84,96.49,Good
4137.63,104.36,38.11,167.31,Faulty
1140.52,95.82,161.08,390.5,Good
7793.46,119.04,99.45,247.03,Faulty
4385.08,54.53,116.9,314.63,Good
5106.4,108.75,33.74,185.45,Faulty
2274.57,99.0,68.29,217.48,Good
4126.24,62.6,84.97,177.29,Good
3718.62,96.07,162.6,284.14,Good
1061.72,39.37,155.18,342.07,Good
1296.2,101.04,48.48,207.87,Faulty
6781.04,77.91,125.15,197.54,Good
2298.65,56.31,52.47,142.71,Good
1962.19,89.02,197.71,79.07,Faulty
4286.84,87.75,190.66,376.31,Faulty
6265.6,48.85,114.84,133.27,Good
964.6,32.74,141.29,322.27,Good
4826.06,69.03,161.28,288.99,Good
1394.08,81.26,145.59,318.46,Good
773.46,108.89,141.47,375.34,Faulty
895.58,113.54,191.92,253.11,Faulty
6756.23,77.59,121.31,360.2,Good
1384.79,97.84,129.08,75.4,Good
838.64,69.54,170.61,254.42,Good
3784.25,97.15,135.63,311.19,Good
6829.95,48.43,147.92,115.94,Good
2468.06,63.4,50.66,298.89,Good
3662.84,87.08,77.4,313.61,Good
799.42,31.63,33.72,334.16,Good
3868.09,95.02,103.62,132.02,Good
4832.1,105.2,93.87,275.83,Faulty
4781.8,65.92,199.45,128.66,Faulty
2993.2,70.31,124.19,298.23,Good
2866.5,106.62,158.36,190.56,Faulty
1299.68,99.81,70.13,243.04,Good
3250.99,55.93,167.15,172.18,Good
1246.21,59.16,124.94,73.17,Good
6249.47,91.1,140.91,79.43,Good
7747.06,80.69,62.41,40.25,Good
7775.56,44.6,111.98,251.05,Good
6988.03,57.89,128.64,340.97,Good
5005.94,111.0,119.87,18.13,Faulty
5756.49,91.94,183.46,35.83,Faulty
2639.04,118.74,180.16,188.41,Faulty
5230.78,99.03,194.34,297.71,Faulty
3917.37,114.78,135.15,71.51,Faulty
4115.13,49.46,194.52,115.94,Faulty
6183.32,99.43,167.33,100.48,Good
2614.39,31.82,57.81,165.63,Good
2885.3,90.37,88.35,97.75,Good
7434.81,72.24,51.49,147.51,Good
921.68,61.21,5.82,294.13,Good
4142.26,107.62,41.67,248.29,Faulty
7346.01,106.88,5.79,41.66,Faulty
5077.72,32.01,145.37,258.72,Good
4598.05,84.86,87.98,196.06,Good
2373.08,63.1,65.95,374.48,Good
3074.57,67.41,153.54,122.83,Good
6890.36,104.88,167.33,293.2,Faulty
4694.14,57.89,195.18,295.04,Faulty
4360.57,114.87,130.19,96.39,Faulty
1246.85,46.17,95.0,362.26,Good
620.21,89.65,64.53,201.56,Good
7727.64,90.49,48.35,274.76,Good
3327.4,52.7,46.52,66.88,Good
5024.1,59.23,84.79,110.54,Good
1097.86,105.13,198.4,238.58,Faulty
5623.36,98.56,5.17,134.42,Good
7494.25,59.62,43.46,204.88,Good
4817.49,78.06,41.74,155.86,Good
1445.86,35.55,144.84,259.82,Good
4862.91,48.79,73.73,199.99,Good
6247.6,73.72,94.17,11.8,Good
3548.12,37.74,33.98,263.38,Good
7098.78,105.9,83.97,174.63,Faulty
5365.12,94.62,25.12,143.26,Good
7244.37,114.93,108.94,46.72,Faulty
5176.29,92.41,24.1,95.94,Good
1484.66,114.64,159.15,97.27,Faulty
2822.69,79.91,115.49,374.79,Good
2013.46,84.02,146.17,178.68,Good
7316.2,117.93,86.61,26.41,Faulty
6203.0,87.79,79.39,64.14,Good
5572.99,32.77,24.15,40.82,Good
2757.25,95.14,107.15,239.66,Good
1880.34,111.49,105.33,82.78,Faulty
6173.38,101.6,96.28,204.44,Faulty
4056.18,82.54,149.4,154.32,Good
2193.42,90.42,167.34,323.51,Good
5124.66,119.12,151.4,134.99,Faulty
802.5,38.16,33.05,188.72,Good
2946.28,90.05,126.3,291.3,Good
4014.18,55.51,20.66,179.01,Good
1609.69,87.61,140.45,319.35,Good
7884.91,84.69,79.46,268.06,Good
2068.23,43.81,30.84,170.11,Good
1477.65,48.61,173.1,206.55,Good
2026.51,85.95,124.73,387.21,Good
6267.96,41.54,74.17,268.03,Good
3691.29,53.87,10.99,362.95,Good
4740.62,105.17,109.78,79.72,Faulty
657.57,59.44,185.03,198.46,Faulty
758.23,73.93,121.29,364.38,Good
3843.69,114.7,194.47,135.82,Faulty
6624.91,50.44,31.61,387.39,Good
7139.29,65.07,115.82,47.86,Good
1150.3,84.58,160.63,362.04,Good
4537.72,97.98,107.48,183.63,Good
7349.22,111.15,22.76,38.76,Faulty
