Speed (km/h),Voltage Fluctuation (V),Battery Discharge Rate (C),Ambient Temp (°C),SoC (%),Motor Power (kW),Vehicle Status
99.76,0.7,0.4,40.99,61.64,24.07,Not Good
83.49,0.61,0.26,28.19,68.61,15.59,Good Condition
51.41,0.42,0.33,10.6,83.07,19.7,Good Condition
20.19,0.4,0.07,34.67,88.73,4.09,Good Condition
14.16,0.19,0.19,19.42,98.85,11.19,Good Condition
124.73,0.87,0.5,2.11,45.7,30.24,Good Condition
137.76,0.48,0.44,39.23,49.73,26.48,Good Condition
97.47,0.71,0.4,11.93,64.59,23.9,Good Condition
15.52,0.11,0.0,29.94,95.4,0.0,Good Condition
60.3,0.27,0.26,9.53,78.23,15.64,Good Condition
109.34,0.65,0.45,20.0,51.99,27.18,Good Condition
116.97,0.74,0.73,35.81,48.63,43.79,Good Condition
17.73,0.38,0.02,2.84,88.92,0.9,Good Condition
0.0,0.14,0.03,43.86,95.87,1.5,Not Good
106.82,0.68,0.57,-1.49,57.75,34.2,Not Good
53.49,0.53,0.27,21.7,75.76,16.18,Good Condition
38.17,0.28,0.15,40.8,88.33,9.25,Not Good
1.93,0.27,0.09,42.28,98.68,5.37,Not Good
81.04,0.64,0.26,6.61,69.54,15.47,Good Condition
127.67,0.91,0.91,2.2,50.46,54.41,Good Condition
143.64,0.7,0.74,31.22,40.74,44.19,Good Condition
84.86,0.34,0.19,-2.9,63.49,11.64,Not Good
77.17,0.57,0.4,19.26,67.56,23.97,Good Condition
12.76,0.27,0.0,34.82,97.86,0.0,Good Condition
82.33,0.64,0.51,23.01,67.93,30.52,Good Condition
57.0,0.96,0.62,4.4,74.74,37.45,Good Condition
91.07,0.31,0.32,19.35,66.75,19.08,Good Condition
58.31,0.5,0.32,41.06,72.22,19.1,Not Good
36.04,0.19,0.0,25.86,87.57,0.0,Good Condition
14.24,0.44,0.12,31.07,93.69,7.45,Good Condition
47.24,0.53,0.06,11.81,83.42,3.4,Good Condition
14.5,0.26,0.0,4.42,98.48,0.0,Good Condition
26.53,0.49,0.0,7.78,91.89,0.0,Good Condition
148.1,0.99,0.93,21.66,40.18,55.61,Good Condition
66.62,0.44,0.48,9.01,69.86,28.59,Good Condition
79.78,0.43,0.39,22.1,71.15,23.22,Good Condition
131.04,0.69,0.55,30.39,47.19,33.05,Good Condition
149.34,1.13,1.08,31.72,36.02,64.67,Good Condition
87.41,0.32,0.3,3.23,67.23,18.14,Good Condition
121.87,0.47,0.28,32.52,49.17,16.6,Good Condition
49.04,0.43,0.29,28.63,75.87,17.4,Good Condition
45.86,0.07,0.01,-4.4,85.68,0.78,Not Good
60.41,0.54,0.44,-2.06,75.67,26.35,Not Good
100.88,0.84,0.44,27.31,57.46,26.65,Good Condition
102.33,0.71,0.62,14.19,61.23,37.02,Good Condition
47.29,0.75,0.44,2.31,84.94,26.29,Good Condition
19.98,0.31,0.0,-2.78,87.01,0.0,Not Good
94.86,0.55,0.38,2.97,63.93,22.63,Good Condition
19.25,0.17,0.06,42.88,94.97,3.42,Not Good
86.77,0.8,0.68,31.38,62.39,40.8,Good Condition
104.01,0.67,0.42,21.39,58.29,25.02,Good Condition
105.09,0.57,0.43,42.08,53.86,26.05,Not Good
113.02,0.7,0.66,25.96,57.26,39.69,Good Condition
130.93,0.6,0.6,31.28,51.1,35.88,Good Condition
74.99,0.78,0.38,9.13,66.08,22.87,Good Condition
109.54,0.49,0.3,24.45,59.35,18.11,Good Condition
92.88,1.06,0.83,2.17,65.57,49.73,Good Condition
28.0,0.25,0.0,15.22,87.27,0.0,Good Condition
3.85,0.44,0.0,-3.34,100.0,0.0,Not Good
42.68,0.43,0.18,5.83,77.93,10.53,Good Condition
66.46,0.8,0.63,-1.26,77.74,37.59,Not Good
92.57,0.68,0.24,14.39,63.48,14.23,Good Condition
127.49,1.26,1.0,37.15,50.21,60.18,Good Condition
29.44,0.27,0.24,13.9,89.87,14.52,Good Condition
18.83,0.21,0.14,36.58,93.08,8.24,Good Condition
144.52,0.95,0.62,27.82,45.76,37.05,Good Condition
16.21,0.55,0.15,20.48,94.61,9.11,Good Condition
71.77,0.47,0.22,6.84,75.37,13.01,Good Condition
87.83,0.85,0.64,41.11,65.69,38.46,Not Good
81.21,0.52,0.23,-2.29,64.23,13.77,Not Good
12.9,0.24,0.02,29.45,98.97,1.45,Good Condition
8.55,0.34,0.0,26.06,98.39,0.0,Good Condition
15.82,0.05,0.0,17.05,95.66,0.0,Good Condition
87.84,0.98,0.55,7.02,69.72,33.21,Good Condition
81.65,0.81,0.48,16.53,63.09,28.99,Good Condition
35.06,0.63,0.34,38.64,85.26,20.66,Good Condition
95.67,0.32,0.18,36.84,59.12,10.78,Good Condition
123.01,0.82,0.82,42.07,52.1,49.29,Not Good
6.24,0.6,0.44,10.39,100.0,26.13,Good Condition
74.72,0.58,0.28,14.36,74.78,16.73,Good Condition
103.4,1.07,0.84,-4.06,58.19,50.33,Not Good
37.85,0.29,0.11,42.15,87.72,6.76,Not Good
46.17,0.31,0.0,11.47,85.7,0.0,Good Condition
92.05,0.77,0.4,15.21,65.01,24.23,Good Condition
134.69,0.82,0.89,40.39,43.55,53.57,Not Good
121.49,0.67,0.49,21.33,52.48,29.69,Good Condition
87.47,0.67,0.33,23.31,69.71,19.67,Good Condition
109.53,0.87,0.66,3.81,61.06,39.56,Good Condition
54.72,0.55,0.24,19.93,79.53,14.65,Good Condition
96.14,0.78,0.58,40.91,65.41,34.6,Not Good
69.93,0.83,0.37,22.94,69.03,22.0,Good Condition
28.49,0.2,0.19,7.76,86.06,11.48,Good Condition
105.26,0.66,0.46,-3.44,62.42,27.73,Not Good
83.47,0.44,0.44,11.82,62.96,26.58,Good Condition
53.79,0.16,0.08,23.63,75.39,5.05,Good Condition
136.7,1.04,0.95,-2.87,44.53,56.75,Not Good
3.14,0.08,0.0,25.49,99.64,0.0,Good Condition
47.37,0.84,0.39,21.17,82.09,23.58,Good Condition
8.53,0.47,0.0,34.17,94.51,0.0,Good Condition
114.98,0.73,0.63,-3.56,58.21,37.66,Not Good
105.32,0.73,0.45,34.04,62.02,27.13,Good Condition
49.7,0.31,0.05,21.04,79.04,2.87,Good Condition
101.35,0.61,0.22,13.53,58.8,13.18,Good Condition
59.39,0.4,0.09,43.27,78.27,5.58,Not Good
113.44,0.48,0.53,3.01,56.25,31.83,Good Condition
68.13,0.7,0.35,22.07,71.57,21.14,Good Condition
61.84,0.78,0.45,11.05,74.41,27.04,Good Condition
140.21,0.87,0.68,21.37,42.4,40.76,Good Condition
37.63,0.46,0.01,22.61,82.3,0.51,Good Condition
18.07,0.45,0.0,-0.53,92.35,0.0,Not Good
87.68,0.72,0.51,28.06,66.79,30.54,Good Condition
145.4,1.22,1.02,26.72,44.26,61.07,Good Condition
56.68,0.92,0.47,33.47,80.12,27.91,Good Condition
9.31,0.28,0.15,-0.47,95.03,8.84,Not Good
50.9,0.46,0.33,9.86,82.29,19.79,Good Condition
75.89,0.67,0.64,27.51,64.71,38.62,Good Condition
24.29,0.58,0.15,1.84,90.06,8.84,Good Condition
98.72,0.91,0.6,28.88,63.45,36.14,Good Condition
149.66,0.74,0.76,-2.05,41.44,45.69,Not Good
67.76,0.57,0.09,11.75,72.64,5.27,Good Condition
53.21,0.47,0.12,37.34,80.16,7.3,Good Condition
60.11,0.67,0.27,33.71,80.03,16.27,Good Condition
17.27,0.09,0.07,27.24,93.76,4.27,Good Condition
132.49,1.18,1.03,38.52,50.0,61.51,Good Condition
62.22,0.62,0.3,30.46,79.92,17.87,Good Condition
58.09,0.68,0.46,20.97,78.82,27.5,Good Condition
98.95,0.71,0.42,43.99,61.15,25.41,Not Good
66.31,0.64,0.25,29.74,68.85,15.29,Good Condition
97.24,0.42,0.26,25.07,59.85,15.86,Good Condition
9.22,0.42,0.0,15.44,96.97,0.0,Good Condition
122.06,0.73,0.73,40.12,54.15,43.56,Not Good
141.08,0.82,0.76,9.79,42.95,45.63,Good Condition
97.31,0.6,0.64,-4.54,65.67,38.6,Not Good
143.18,0.9,0.8,4.84,40.44,48.18,Good Condition
22.71,0.21,0.03,0.48,93.36,1.57,Good Condition
71.61,1.03,0.69,10.95,70.55,41.67,Good Condition
90.27,0.71,0.43,36.29,63.75,25.72,Good Condition
87.26,0.78,0.62,27.58,68.12,37.23,Good Condition
60.22,0.51,0.21,3.45,73.87,12.39,Good Condition
50.71,0.33,0.34,34.44,75.68,20.44,Good Condition
19.02,0.29,0.22,20.21,92.59,13.39,Good Condition
58.76,0.58,0.3,20.64,76.78,18.01,Good Condition
24.4,0.32,0.0,13.11,93.21,0.0,Good Condition
110.15,0.9,0.57,38.23,60.62,34.03,Good Condition
31.32,0.5,0.33,10.92,83.02,19.79,Good Condition
8.78,0.46,0.12,-0.29,97.4,6.9,Not Good
82.85,0.77,0.48,10.14,68.67,28.51,Good Condition
89.28,0.62,0.15,30.77,69.14,9.09,Good Condition
130.79,0.62,0.57,27.88,52.11,34.39,Good Condition
86.55,0.72,0.49,4.4,67.51,29.46,Good Condition
51.82,0.57,0.3,0.59,79.49,17.8,Good Condition
120.45,1.25,0.83,28.04,48.43,49.83,Good Condition
81.04,0.43,0.37,28.82,66.43,21.97,Good Condition
11.89,0.36,0.11,13.31,96.09,6.4,Good Condition
84.88,0.55,0.42,37.14,68.3,24.92,Good Condition
136.2,0.77,0.56,43.91,46.87,33.8,Not Good
59.45,0.12,0.0,5.28,78.36,0.0,Good Condition
44.45,0.26,0.26,23.85,81.51,15.7,Good Condition
21.52,0.38,0.11,-4.73,93.67,6.51,Not Good
22.72,0.17,0.0,30.65,87.35,0.0,Good Condition
64.92,0.12,0.03,15.71,70.66,1.76,Good Condition
89.35,0.65,0.54,4.66,60.89,32.63,Good Condition
12.09,0.02,0.0,32.61,99.07,0.0,Good Condition
140.94,1.24,0.85,35.53,39.39,51.07,Good Condition
113.27,1.1,0.89,0.56,57.71,53.64,Good Condition
87.99,0.47,0.07,-2.95,62.14,4.44,Not Good
124.27,0.69,0.54,11.7,49.98,32.12,Good Condition
12.03,0.46,0.0,26.3,99.35,0.28,Good Condition
71.53,0.76,0.58,34.67,72.25,34.71,Good Condition
94.51,0.46,0.2,22.3,59.3,11.81,Good Condition
124.3,1.12,0.97,24.04,48.12,58.49,Good Condition
117.52,0.94,0.63,34.99,57.2,37.94,Good Condition
41.56,0.43,0.16,21.44,82.65,9.55,Good Condition
141.13,0.79,0.73,25.56,44.42,43.59,Good Condition
18.65,0.07,0.0,20.81,92.14,0.0,Good Condition
131.27,1.09,0.87,39.02,46.28,52.26,Good Condition
145.64,0.79,0.61,6.78,38.98,36.64,Good Condition
26.57,0.19,0.16,8.2,91.23,9.6,Good Condition
108.31,0.64,0.49,1.4,58.86,29.33,Good Condition
6.04,0.26,0.0,35.97,95.33,0.0,Good Condition
60.81,1.05,0.71,15.59,78.56,42.45,Good Condition
77.44,0.43,0.44,12.39,72.57,26.37,Good Condition
87.1,0.65,0.53,44.07,69.37,31.67,Not Good
140.39,1.26,0.94,41.34,40.46,56.67,Not Good
100.84,0.57,0.27,43.6,57.7,16.23,Not Good
72.19,0.71,0.63,2.11,74.73,37.91,Good Condition
121.45,0.62,0.22,39.56,48.4,12.97,Good Condition
142.58,0.82,0.64,11.44,38.0,38.45,Good Condition
3.31,0.25,0.0,-4.37,100.0,0.0,Not Good
147.38,1.3,0.9,14.56,39.31,53.82,Good Condition
12.92,0.55,0.08,20.46,93.98,4.77,Good Condition
122.16,0.73,0.61,0.41,50.6,36.66,Good Condition
42.05,0.23,0.18,21.88,86.66,10.54,Good Condition
19.83,0.16,0.0,35.97,90.45,0.0,Good Condition
65.98,0.07,0.06,13.88,77.53,3.33,Good Condition
96.59,0.55,0.6,12.63,62.53,36.18,Good Condition
57.14,0.53,0.37,11.94,77.42,22.34,Good Condition
8.18,0.73,0.29,41.15,94.98,17.34,Not Good
89.92,0.72,0.31,-2.56,61.47,18.63,Not Good
135.36,1.01,0.84,17.25,47.1,50.28,Good Condition
57.48,0.47,0.21,8.23,76.48,12.67,Good Condition
32.45,0.3,0.33,39.69,91.13,19.71,Good Condition
66.39,0.54,0.48,-0.2,73.36,28.66,Not Good
7.25,0.06,0.06,15.57,97.22,3.41,Good Condition
123.07,0.91,0.59,15.34,49.94,35.27,Good Condition
123.95,0.8,0.81,39.42,53.31,48.61,Good Condition
88.2,0.92,0.54,5.77,63.97,32.4,Good Condition
52.97,0.43,0.12,27.24,76.51,7.22,Good Condition
119.97,0.48,0.4,1.72,55.63,24.22,Good Condition
83.2,0.4,0.35,42.7,67.69,21.29,Not Good
123.89,1.13,0.9,24.65,51.36,54.13,Good Condition
94.72,1.05,0.66,26.31,63.22,39.71,Good Condition
117.66,0.74,0.43,16.69,55.12,25.52,Good Condition
89.78,0.4,0.25,12.11,62.22,14.81,Good Condition
62.12,0.74,0.5,5.63,70.49,29.77,Good Condition
143.69,0.68,0.59,25.2,45.63,35.21,Good Condition
81.17,0.93,0.48,42.73,63.82,28.56,Not Good
90.76,0.68,0.34,12.99,65.91,20.67,Good Condition
33.07,0.67,0.4,39.16,82.59,24.16,Good Condition
93.85,0.52,0.34,2.44,61.21,20.23,Good Condition
85.74,0.86,0.61,41.81,61.33,36.5,Not Good
27.73,0.3,0.14,12.52,89.13,8.31,Good Condition
8.94,0.08,0.07,13.99,97.96,4.18,Good Condition
90.65,0.3,0.12,18.14,60.45,7.09,Good Condition
114.55,0.67,0.22,30.91,52.89,13.45,Good Condition
78.51,0.62,0.34,30.98,72.9,20.34,Good Condition
34.02,0.2,0.18,18.98,85.82,10.73,Good Condition
99.98,0.73,0.31,21.16,63.03,18.88,Good Condition
12.02,0.13,0.0,-3.5,99.47,0.0,Not Good
66.28,0.48,0.4,10.21,78.23,24.01,Good Condition
24.51,0.32,0.19,12.3,94.18,11.2,Good Condition
27.67,0.36,0.08,22.94,87.11,5.07,Good Condition
30.34,0.5,0.25,22.91,92.49,15.01,Good Condition
58.01,0.3,0.07,30.49,79.92,3.94,Good Condition
7.67,0.36,0.0,30.85,100.0,0.0,Good Condition
59.67,0.65,0.54,6.76,71.28,32.7,Good Condition
76.76,0.73,0.38,33.51,73.84,22.63,Good Condition
72.49,0.41,0.36,-4.02,73.78,21.75,Not Good
57.42,0.97,0.64,30.81,79.71,38.55,Good Condition
125.87,0.72,0.43,0.1,45.47,25.73,Good Condition
21.8,0.53,0.21,31.48,88.61,12.81,Good Condition
75.85,0.81,0.64,21.36,74.28,38.27,Good Condition
9.31,0.33,0.0,16.86,96.28,0.0,Good Condition
10.67,0.2,0.18,29.53,94.71,10.65,Good Condition
86.08,0.66,0.26,-3.18,68.97,15.36,Not Good
84.9,0.3,0.3,6.17,61.91,17.9,Good Condition
131.71,0.76,0.76,25.82,46.49,45.8,Good Condition
83.68,0.77,0.54,37.36,65.28,32.33,Good Condition
143.97,1.24,0.96,14.06,40.91,57.89,Good Condition
7.3,0.29,0.28,7.94,95.16,17.0,Good Condition
14.7,0.5,0.04,20.94,91.22,2.35,Good Condition
6.61,0.68,0.22,26.12,94.09,13.09,Good Condition
27.79,0.35,0.05,16.01,90.29,3.06,Good Condition
81.19,0.73,0.54,38.84,71.72,32.49,Good Condition
96.84,0.84,0.52,21.17,61.35,31.08,Good Condition
6.84,0.25,0.09,-3.21,95.24,5.66,Not Good
141.9,1.0,0.84,6.15,39.83,50.11,Good Condition
126.32,0.82,0.4,17.53,52.77,23.85,Good Condition
44.49,0.48,0.0,29.89,86.92,0.16,Good Condition
11.58,0.51,0.05,5.99,93.86,3.29,Good Condition
25.48,0.13,0.0,43.81,87.72,0.0,Not Good
19.04,0.3,0.21,10.93,93.4,12.43,Good Condition
18.49,0.34,0.21,21.62,95.36,12.69,Good Condition
77.78,0.6,0.43,-4.05,68.44,25.57,Not Good
36.88,0.16,0.0,39.24,86.55,0.0,Good Condition
53.72,0.61,0.47,34.44,80.68,28.1,Good Condition
148.43,1.34,1.15,4.77,45.24,68.79,Good Condition
102.65,0.87,0.54,41.66,55.59,32.57,Not Good
142.35,1.14,0.85,10.79,48.03,51.15,Good Condition
21.38,0.51,0.11,29.61,90.37,6.75,Good Condition
57.32,0.33,0.35,35.95,79.3,20.76,Good Condition
83.21,0.37,0.38,32.05,67.44,22.98,Good Condition
11.51,0.42,0.03,40.88,95.26,1.91,Not Good
0.63,0.4,0.15,38.21,100.0,9.13,Good Condition
100.57,1.1,0.9,44.73,58.73,53.8,Not Good
96.27,0.25,0.25,4.13,57.75,14.8,Good Condition
61.62,0.36,0.26,10.24,75.24,15.82,Good Condition
73.45,0.45,0.15,26.81,70.84,9.01,Good Condition
62.32,0.92,0.55,31.65,72.09,33.01,Good Condition
3.6,0.46,0.0,21.73,100.0,0.0,Good Condition
50.31,0.25,0.0,-1.3,77.15,0.0,Not Good
26.56,0.46,0.21,37.08,88.47,12.52,Good Condition
14.76,0.72,0.34,43.04,90.64,20.48,Not Good
143.51,1.07,0.89,15.28,42.95,53.13,Good Condition
89.9,0.69,0.48,6.24,62.11,28.58,Good Condition
109.3,1.02,0.63,-4.03,56.17,37.63,Not Good
47.3,0.79,0.44,6.86,78.32,26.42,Good Condition
58.97,0.56,0.12,30.0,71.95,7.25,Good Condition
35.54,0.22,0.13,40.58,88.58,7.59,Not Good
14.54,0.26,0.0,-0.32,95.59,0.0,Not Good
26.85,0.42,0.0,22.66,87.67,0.0,Good Condition
119.63,0.57,0.57,29.78,47.62,34.09,Good Condition
101.63,1.02,0.7,8.82,63.0,41.81,Good Condition
82.04,0.53,0.49,23.49,63.88,29.43,Good Condition
71.26,0.8,0.44,30.76,75.8,26.52,Good Condition
138.37,1.0,0.77,36.89,44.44,45.97,Good Condition
10.91,0.21,0.12,17.62,94.04,7.34,Good Condition
42.09,0.28,0.04,32.39,85.58,2.66,Good Condition
52.49,0.5,0.18,10.09,82.77,10.81,Good Condition
117.36,0.89,0.64,5.65,51.76,38.45,Good Condition
148.88,0.98,0.86,4.37,39.52,51.37,Good Condition
36.1,0.63,0.2,12.94,84.89,12.08,Good Condition
131.15,0.86,0.67,-3.21,51.76,40.35,Not Good
124.59,0.78,0.59,9.15,52.09,35.47,Good Condition
33.7,0.63,0.66,27.61,84.0,39.75,Good Condition
59.9,0.84,0.42,27.4,72.89,25.36,Good Condition
61.45,0.4,0.35,-1.32,72.72,20.94,Not Good
146.73,0.95,0.76,9.37,38.94,45.42,Good Condition
27.13,0.43,0.03,23.48,86.45,1.79,Good Condition
119.87,0.65,0.6,10.93,53.64,36.16,Good Condition
50.13,0.51,0.27,15.9,76.11,16.09,Good Condition
109.63,0.34,0.25,30.64,55.02,14.85,Good Condition
63.0,0.4,0.03,-4.54,76.05,1.62,Not Good
86.75,0.57,0.32,8.82,63.21,19.05,Good Condition
124.89,1.05,0.69,2.12,45.7,41.43,Good Condition
120.62,0.98,0.59,1.38,47.57,35.36,Good Condition
129.96,1.17,0.93,42.95,44.27,56.06,Not Good
8.94,0.36,0.0,13.83,99.78,0.0,Good Condition
103.81,0.63,0.4,21.35,60.06,24.01,Good Condition
21.0,0.49,0.33,31.69,87.25,19.83,Good Condition
62.37,0.6,0.31,-2.63,73.96,18.42,Not Good
82.29,0.94,0.55,7.05,64.87,32.7,Good Condition
60.41,0.76,0.62,36.61,76.62,36.98,Good Condition
77.94,0.39,0.26,38.1,69.05,15.41,Good Condition
149.48,0.91,0.8,13.65,40.02,47.84,Good Condition
20.28,0.24,0.03,13.74,90.03,1.72,Good Condition
101.32,0.2,0.18,32.84,55.85,11.07,Good Condition
59.4,0.44,0.22,9.75,78.66,13.03,Good Condition
19.95,0.44,0.22,0.85,95.82,13.17,Good Condition
23.81,0.46,0.18,7.88,94.92,10.79,Good Condition
142.39,0.97,0.87,14.37,38.63,52.25,Good Condition
131.94,0.88,0.64,-2.39,49.62,38.28,Not Good
136.06,0.99,0.62,18.93,47.84,37.05,Good Condition
148.73,1.4,1.02,32.0,44.98,61.23,Good Condition
31.25,0.33,0.04,20.69,85.03,2.49,Good Condition
53.32,0.28,0.29,-1.41,81.1,17.11,Not Good
100.38,0.96,0.53,17.01,55.39,31.91,Good Condition
72.57,0.88,0.59,30.45,72.28,35.13,Good Condition
62.76,0.57,0.45,-2.1,73.41,26.95,Not Good
53.67,0.09,0.02,-2.01,81.22,1.33,Not Good
89.07,0.29,0.24,13.53,68.01,14.36,Good Condition
86.34,0.55,0.52,4.75,64.11,31.06,Good Condition
24.22,0.1,0.08,41.74,90.57,4.85,Not Good
70.76,0.68,0.26,24.07,67.87,15.35,Good Condition
83.02,0.78,0.57,9.37,65.96,34.27,Good Condition
85.54,0.75,0.45,30.24,64.39,26.87,Good Condition
31.52,0.54,0.13,13.75,84.22,8.07,Good Condition
111.34,1.03,0.7,1.61,59.41,42.09,Good Condition
3.78,0.44,0.0,6.86,94.97,0.0,Good Condition
53.22,0.93,0.5,27.14,80.07,29.83,Good Condition
117.03,0.65,0.48,-2.41,57.09,28.52,Not Good
84.58,0.94,0.52,8.63,70.29,31.23,Good Condition
39.17,0.72,0.4,5.42,87.26,24.13,Good Condition
104.24,0.3,0.3,5.06,55.06,17.91,Good Condition
85.11,0.66,0.36,29.14,69.13,21.41,Good Condition
119.44,1.07,0.81,36.29,49.99,48.73,Good Condition
110.25,1.13,0.76,30.79,60.12,45.46,Good Condition
91.52,0.57,0.42,27.29,65.48,25.39,Good Condition
73.23,0.49,0.22,40.82,73.56,13.39,Not Good
19.98,0.21,0.23,-2.08,87.86,13.92,Not Good
39.2,0.49,0.36,3.37,85.15,21.63,Good Condition
62.86,0.12,0.09,15.72,78.07,5.62,Good Condition
89.89,0.48,0.24,13.62,67.66,14.49,Good Condition
77.06,0.77,0.4,15.9,64.46,24.3,Good Condition
43.23,0.36,0.29,5.32,87.1,17.31,Good Condition
0.97,0.26,0.0,2.48,95.05,0.0,Good Condition
74.44,0.52,0.47,20.46,71.37,27.94,Good Condition
42.84,0.12,0.06,41.4,84.8,3.8,Not Good
110.19,0.45,0.21,14.6,52.0,12.72,Good Condition
3.59,0.04,0.0,-2.83,94.04,0.0,Not Good
87.72,0.69,0.44,30.31,67.76,26.39,Good Condition
141.22,0.66,0.71,9.56,42.36,42.85,Good Condition
26.16,0.05,0.0,7.25,85.61,0.0,Good Condition
70.75,0.3,0.03,11.21,74.33,1.74,Good Condition
13.71,0.3,0.0,31.19,98.01,0.0,Good Condition
93.85,0.57,0.62,35.94,63.33,36.91,Good Condition
82.58,0.83,0.61,24.4,63.58,36.52,Good Condition
61.1,0.85,0.48,11.12,70.71,28.57,Good Condition
78.21,0.58,0.24,10.52,70.73,14.28,Good Condition
134.49,0.54,0.52,1.22,46.71,31.48,Good Condition
29.44,0.47,0.2,41.67,89.73,11.92,Not Good
3.38,0.44,0.11,26.91,100.0,6.87,Good Condition
129.25,0.69,0.75,-3.65,47.64,45.01,Not Good
86.57,0.51,0.09,28.12,61.62,5.21,Good Condition
133.6,0.96,0.57,17.36,50.96,34.0,Good Condition
89.54,0.82,0.44,43.63,64.64,26.1,Not Good
121.52,1.06,0.72,35.95,52.54,42.96,Good Condition
64.45,0.75,0.42,3.57,78.55,25.47,Good Condition
112.48,0.86,0.6,31.01,59.32,36.15,Good Condition
136.96,1.05,0.79,19.28,45.94,47.27,Good Condition
85.82,0.79,0.43,4.35,63.65,25.94,Good Condition
27.12,0.53,0.22,29.94,94.12,13.15,Good Condition
40.32,0.36,0.22,22.37,85.68,13.26,Good Condition
29.8,0.3,0.13,-3.48,87.17,7.71,Not Good
37.03,0.55,0.11,27.33,85.79,6.47,Good Condition
45.96,0.2,0.21,26.75,80.77,12.67,Good Condition
83.27,0.79,0.48,2.2,70.58,29.04,Good Condition
88.2,0.91,0.48,12.45,64.55,28.6,Good Condition
63.97,0.67,0.36,24.29,77.65,21.44,Good Condition
92.31,1.11,0.68,1.94,66.48,40.81,Good Condition
12.24,0.42,0.08,37.64,98.35,5.07,Good Condition
13.17,0.02,0.0,-3.63,96.95,0.0,Not Good
25.77,0.63,0.25,0.14,93.24,14.76,Good Condition
77.71,0.27,0.14,0.81,67.79,8.61,Good Condition
32.1,0.22,0.0,21.41,83.31,0.0,Good Condition
42.49,0.37,0.24,26.01,86.43,14.15,Good Condition
60.05,0.46,0.36,15.19,75.96,21.51,Good Condition
121.78,0.6,0.43,9.43,47.56,25.73,Good Condition
2.08,0.19,0.0,35.47,95.32,0.0,Good Condition
97.41,0.66,0.39,-1.59,57.63,23.15,Not Good
100.33,0.79,0.42,9.01,62.38,25.4,Good Condition
119.8,0.85,0.78,-3.04,54.19,46.87,Not Good
139.91,0.89,0.87,-4.31,41.07,52.17,Not Good
3.02,0.34,0.0,12.67,100.0,0.26,Good Condition
23.07,0.34,0.0,4.74,88.59,0.0,Good Condition
132.93,0.88,0.48,8.42,49.76,28.92,Good Condition
68.78,0.51,0.56,36.05,72.38,33.44,Good Condition
84.69,0.89,0.51,3.15,68.44,30.61,Good Condition
99.45,0.6,0.38,34.01,59.03,22.88,Good Condition
101.86,0.88,0.63,28.75,57.73,38.01,Good Condition
139.76,0.71,0.74,11.32,47.51,44.34,Good Condition
149.54,0.91,0.77,22.33,35.54,45.98,Good Condition
108.02,0.67,0.62,17.22,61.54,37.42,Good Condition
43.08,0.18,0.06,1.42,84.25,3.56,Good Condition
131.96,0.83,0.64,40.36,46.54,38.61,Not Good
7.38,0.44,0.04,23.48,98.33,2.54,Good Condition
34.66,0.42,0.06,39.01,82.36,3.46,Good Condition
134.61,1.04,0.83,36.19,46.3,49.75,Good Condition
38.43,0.69,0.47,-1.01,89.48,28.26,Not Good
33.1,0.22,0.01,5.36,84.11,0.45,Good Condition
20.72,0.49,0.0,2.26,93.94,0.0,Good Condition
128.87,0.59,0.35,36.54,47.8,20.85,Good Condition
75.01,0.42,0.33,38.12,71.52,19.84,Good Condition
101.23,0.47,0.4,21.4,56.56,23.96,Good Condition
35.86,0.47,0.18,0.21,85.36,10.88,Good Condition
113.71,0.81,0.61,1.78,59.32,36.49,Good Condition
114.0,0.29,0.32,35.68,51.35,19.24,Good Condition
46.89,0.42,0.0,41.46,82.61,0.0,Not Good
61.6,0.65,0.33,4.97,76.12,19.81,Good Condition
31.45,0.46,0.15,-4.44,88.07,8.88,Not Good
146.48,0.69,0.72,11.55,42.56,43.4,Good Condition
96.84,0.37,0.21,-3.48,61.29,12.43,Not Good
140.18,1.22,0.83,36.4,39.1,49.92,Good Condition
45.51,0.8,0.41,19.58,85.8,24.44,Good Condition
117.28,0.73,0.65,27.09,56.36,39.28,Good Condition
114.88,0.49,0.45,15.57,50.79,27.13,Good Condition
103.75,0.7,0.53,12.28,57.63,31.95,Good Condition
144.85,0.68,0.56,6.11,44.77,33.36,Good Condition
59.03,0.74,0.44,33.53,81.19,26.59,Good Condition
19.61,0.56,0.08,29.78,96.67,5.09,Good Condition
100.76,0.37,0.21,13.04,63.69,12.73,Good Condition
109.4,0.49,0.51,11.06,52.83,30.57,Good Condition
86.26,0.9,0.5,-4.94,69.64,29.88,Not Good
31.02,0.08,0.07,-1.82,91.38,4.07,Not Good
75.67,0.76,0.31,26.16,68.5,18.81,Good Condition
46.83,0.33,0.0,20.73,80.21,0.0,Good Condition
64.12,0.82,0.39,16.74,73.95,23.35,Good Condition
96.78,0.44,0.37,36.38,62.85,22.5,Good Condition
111.78,0.21,0.21,20.19,52.9,12.89,Good Condition
34.83,0.32,0.08,14.22,81.3,4.79,Good Condition
60.8,0.62,0.44,3.06,72.09,26.4,Good Condition
40.37,0.26,0.1,36.03,83.25,6.28,Good Condition
29.79,0.85,0.41,23.81,85.9,24.43,Good Condition
117.51,1.02,0.68,-0.38,55.64,40.87,Not Good
136.39,1.04,0.79,27.44,41.51,47.13,Good Condition
