Pack Voltage (V),Pack Current (A),Pack Power (W),SoC (%),SoH (%),Battery Temp (°C),Battery Status
407.76,-32.98,-13447.86,42.31,72.85,54.09,Non-Healthy
310.1,109.07,33823.06,27.48,82.32,32.18,Non-Healthy
347.17,128.78,44708.28,36.87,98.26,21.37,Healthy
312.03,-58.96,-18398.52,39.1,83.08,21.28,Non-Healthy
301.99,109.18,32971.61,93.41,99.56,46.57,Healthy
379.41,84.46,32043.49,26.25,71.71,39.33,Non-Healthy
372.29,129.24,48116.12,54.19,91.53,47.43,Healthy
319.56,-76.27,-24374.58,62.59,87.43,44.41,Healthy
328.06,23.09,7574.11,91.9,85.02,51.76,Non-Healthy
302.84,-67.64,-20483.41,99.82,99.13,51.0,Non-Healthy
400.19,97.23,38910.17,80.27,73.89,47.59,Non-Healthy
416.96,-148.4,-61878.43,97.66,96.88,36.63,Healthy
316.26,19.45,6149.82,82.97,90.74,30.78,Healthy
327.78,-48.24,-15811.63,97.06,77.77,37.75,Non-Healthy
404.21,-53.19,-21501.86,76.58,97.05,37.57,Healthy
411.18,43.47,17874.59,26.38,82.88,41.36,Non-Healthy
350.36,105.45,36943.33,52.15,94.43,26.51,Healthy
306.07,32.76,10026.58,71.73,81.67,42.95,Non-Healthy
304.73,105.95,32286.4,48.06,95.53,35.98,Healthy
368.87,-70.62,-26050.2,41.87,89.1,41.71,Healthy
347.15,5.85,2031.01,66.19,74.23,28.39,Non-Healthy
303.44,-14.84,-4502.73,94.68,89.49,35.2,Healthy
369.99,-146.51,-54205.99,22.8,75.74,27.36,Non-Healthy
301.36,17.04,5136.21,81.54,82.36,50.64,Non-Healthy
394.48,48.46,19115.66,77.82,75.11,37.08,Non-Healthy
336.77,27.57,9286.26,97.12,70.66,27.87,Non-Healthy
304.83,70.88,21607.63,94.46,76.36,21.44,Non-Healthy
370.6,21.4,7931.58,80.98,86.09,43.65,Healthy
347.72,-129.97,-45195.16,61.63,84.45,27.51,Non-Healthy
416.86,-115.07,-47966.1,36.34,85.04,54.64,Non-Healthy
365.3,28.94,10572.76,63.62,77.43,38.68,Non-Healthy
333.03,-67.51,-22481.52,81.23,90.55,30.11,Healthy
385.13,-126.11,-48567.72,91.65,91.13,43.02,Healthy
332.58,-21.12,-7023.8,83.18,80.74,29.63,Non-Healthy
408.51,16.3,6657.38,35.62,96.44,48.71,Healthy
344.97,-51.38,-17723.08,67.97,89.32,30.79,Healthy
365.98,66.13,24202.58,46.57,91.39,54.59,Non-Healthy
306.07,43.13,13201.11,20.74,78.32,41.18,Non-Healthy
351.13,-50.15,-17610.97,36.02,70.02,49.55,Non-Healthy
399.88,76.46,30575.81,29.06,95.96,22.55,Healthy
396.68,44.61,17695.21,87.42,94.67,32.19,Healthy
326.92,41.23,13480.02,40.68,73.7,45.81,Non-Healthy
327.13,16.03,5243.33,42.78,81.22,42.93,Non-Healthy
398.08,-146.58,-58351.31,96.79,89.84,26.8,Healthy
411.65,58.95,24267.53,50.33,89.56,32.47,Healthy
311.44,-37.19,-11581.79,20.77,95.81,29.22,Healthy
354.01,132.78,47006.09,42.71,74.21,41.47,Non-Healthy
340.49,95.4,32481.62,29.54,82.9,32.06,Non-Healthy
404.48,26.31,10641.27,28.22,72.92,30.82,Non-Healthy
310.02,-74.35,-23048.78,26.2,81.69,27.26,Non-Healthy
325.34,-88.88,-28917.34,67.46,70.45,34.32,Non-Healthy
390.3,-47.88,-18689.16,35.15,96.95,26.84,Healthy
306.16,-7.03,-2152.15,48.9,85.81,53.69,Non-Healthy
359.1,-61.18,-21970.12,88.96,95.49,25.41,Healthy
353.05,4.48,1581.27,53.95,71.8,51.97,Non-Healthy
340.13,-100.39,-34145.08,93.26,76.82,35.0,Non-Healthy
347.35,143.31,49779.87,59.84,77.78,33.23,Non-Healthy
363.59,-117.62,-42766.75,51.91,81.6,28.1,Non-Healthy
319.36,129.58,41384.23,80.03,94.09,42.25,Healthy
368.64,124.07,45738.36,25.85,81.6,43.99,Non-Healthy
396.65,7.61,3017.78,27.16,76.14,36.36,Non-Healthy
391.22,67.47,26396.77,72.16,71.95,21.95,Non-Healthy
318.47,-19.19,-6109.97,58.96,72.38,52.15,Non-Healthy
317.91,39.01,12401.79,83.23,92.8,54.31,Non-Healthy
332.18,-47.83,-15887.29,93.3,83.34,35.09,Non-Healthy
343.33,-59.65,-20480.36,51.07,91.79,41.48,Healthy
349.01,23.47,8191.0,67.71,90.47,35.76,Healthy
381.56,-0.56,-214.09,60.06,74.06,31.27,Non-Healthy
306.8,23.86,7320.57,98.53,74.29,22.71,Non-Healthy
304.16,-64.0,-19466.84,86.49,92.66,35.96,Healthy
347.03,-39.91,-13850.86,92.94,91.64,48.64,Healthy
383.66,-124.83,-47892.47,40.35,81.34,20.6,Non-Healthy
323.21,-134.32,-43412.93,81.8,72.32,40.37,Non-Healthy
376.98,-73.96,-27882.56,41.24,70.36,50.83,Non-Healthy
331.18,-127.73,-42300.2,36.7,78.64,27.61,Non-Healthy
406.33,-118.87,-48299.51,95.54,70.28,26.41,Non-Healthy
407.48,93.88,38253.88,21.54,76.9,47.03,Non-Healthy
335.67,-138.34,-46436.5,97.23,82.59,28.93,Non-Healthy
327.6,47.68,15620.86,31.94,73.64,26.72,Non-Healthy
349.36,-68.23,-23837.53,85.56,73.13,33.23,Non-Healthy
328.86,111.46,36656.38,42.07,96.89,33.74,Healthy
380.69,-4.5,-1713.97,48.06,87.56,50.59,Non-Healthy
399.13,-58.33,-23279.95,37.34,98.03,41.65,Healthy
380.77,5.29,2014.92,66.84,80.37,34.21,Non-Healthy
398.92,-35.41,-14126.86,47.85,90.31,38.7,Healthy
347.64,19.29,6706.07,72.59,76.14,53.39,Non-Healthy
318.76,-115.64,-36861.22,21.25,88.55,23.96,Healthy
388.55,149.1,57932.31,25.15,73.89,27.27,Non-Healthy
343.26,-22.33,-7666.04,27.97,70.06,53.69,Non-Healthy
380.55,-45.53,-17326.86,53.52,97.95,53.51,Non-Healthy
332.48,63.06,20967.0,85.18,86.65,26.2,Healthy
309.75,-40.83,-12647.05,91.05,97.81,25.08,Healthy
419.11,99.98,41903.56,39.58,80.01,34.74,Non-Healthy
318.74,-13.72,-4372.78,65.95,79.83,21.74,Non-Healthy
418.61,65.87,27572.84,81.47,82.02,42.92,Non-Healthy
417.27,-117.76,-49139.82,43.11,91.18,22.71,Healthy
395.26,103.84,41041.93,52.72,86.97,22.03,Healthy
379.13,70.72,26810.38,61.92,97.76,36.98,Healthy
369.34,-86.48,-31942.08,30.79,70.76,53.52,Non-Healthy
403.93,-106.41,-42984.12,22.08,91.25,34.94,Healthy
334.73,-55.11,-18447.89,32.22,79.91,32.48,Non-Healthy
356.12,142.82,50861.73,70.15,75.41,54.93,Non-Healthy
374.33,-72.95,-27307.34,25.89,85.31,38.62,Healthy
349.34,-13.16,-4597.99,35.18,85.15,33.13,Healthy
351.3,-140.99,-49530.94,47.03,74.11,33.51,Non-Healthy
339.63,-30.83,-10471.51,26.23,76.06,26.82,Non-Healthy
367.71,21.4,7867.48,35.34,82.24,37.93,Non-Healthy
402.07,135.94,54656.2,92.9,82.26,35.36,Non-Healthy
324.18,5.02,1627.66,21.54,79.53,29.48,Non-Healthy
412.13,95.73,39454.3,72.27,74.46,25.62,Non-Healthy
382.69,14.14,5410.59,50.75,70.13,30.89,Non-Healthy
398.79,-137.76,-54939.49,73.81,99.11,37.8,Healthy
366.74,-55.5,-20353.32,67.1,98.3,22.04,Healthy
393.54,22.66,8919.57,37.88,84.51,25.38,Non-Healthy
301.94,135.18,40816.25,87.78,99.85,53.17,Non-Healthy
398.21,107.74,42902.32,59.36,90.21,39.0,Healthy
304.82,-81.49,-24840.52,85.8,72.07,22.22,Non-Healthy
406.79,-83.97,-34156.92,52.48,73.53,44.26,Non-Healthy
419.04,-89.65,-37565.74,98.77,97.48,22.16,Healthy
335.29,126.75,42497.66,81.64,88.9,45.86,Healthy
325.24,105.8,34410.15,97.28,95.3,46.25,Healthy
391.84,82.47,32313.39,61.15,96.95,42.79,Healthy
330.36,-32.18,-10630.91,57.9,83.44,45.63,Non-Healthy
403.87,1.31,530.77,80.44,71.46,23.08,Non-Healthy
312.34,-10.7,-3342.2,90.42,75.65,45.44,Non-Healthy
315.11,-73.98,-23312.36,97.13,72.0,24.78,Non-Healthy
417.5,1.51,629.76,45.96,75.66,31.88,Non-Healthy
380.86,-140.85,-53644.62,83.9,82.32,53.0,Non-Healthy
401.63,-110.46,-44362.41,36.85,73.55,37.6,Non-Healthy
338.92,115.98,39306.83,63.65,75.0,53.86,Non-Healthy
381.18,75.5,28780.44,34.39,83.37,23.11,Non-Healthy
371.31,-23.14,-8591.9,47.79,80.21,36.71,Non-Healthy
372.38,5.15,1915.93,94.51,84.03,22.18,Non-Healthy
381.9,-39.0,-14894.38,31.69,82.88,42.06,Non-Healthy
369.04,72.23,26657.44,70.59,89.33,22.75,Healthy
351.49,85.26,29966.47,67.44,98.12,26.14,Healthy
333.11,78.99,26310.94,29.66,73.24,29.06,Non-Healthy
392.23,66.78,26194.48,46.08,72.98,46.21,Non-Healthy
327.15,-88.65,-29001.66,65.04,95.58,25.74,Healthy
383.08,-48.61,-18621.26,34.97,85.19,49.63,Healthy
328.0,-9.05,-2967.21,84.05,92.99,24.62,Healthy
375.04,-50.76,-19037.8,97.77,76.46,21.23,Non-Healthy
389.65,76.48,29801.19,37.18,94.87,33.83,Healthy
326.25,-51.19,-16701.8,34.95,97.72,54.28,Non-Healthy
307.19,-108.53,-33339.79,56.39,89.06,23.86,Healthy
315.72,-30.29,-9562.39,79.82,73.18,23.56,Non-Healthy
372.72,143.97,53662.06,42.53,96.86,46.29,Healthy
401.93,-82.24,-33053.24,21.59,93.77,30.93,Healthy
305.4,33.65,10275.96,63.3,92.53,45.1,Healthy
388.1,-20.11,-7803.91,96.53,71.1,27.0,Non-Healthy
340.96,-128.69,-43878.81,51.3,93.97,36.1,Healthy
357.42,-3.64,-1299.96,53.61,74.14,29.29,Non-Healthy
411.46,60.65,24954.95,97.51,76.67,35.8,Non-Healthy
339.84,3.97,1347.79,75.57,87.31,46.92,Healthy
355.84,111.63,39723.11,77.53,77.95,46.67,Non-Healthy
301.64,-63.32,-19099.63,65.02,89.84,38.05,Healthy
309.79,-124.13,-38452.99,97.97,88.24,52.49,Non-Healthy
331.03,130.97,43355.02,75.11,73.24,29.23,Non-Healthy
303.34,-36.54,-11084.46,91.6,89.68,28.41,Healthy
375.77,22.92,8613.16,75.95,97.72,41.48,Healthy
351.17,87.6,30762.63,78.81,74.83,41.75,Non-Healthy
365.78,-52.71,-19278.63,43.23,87.91,21.63,Healthy
320.96,64.85,20813.9,44.28,80.26,41.27,Non-Healthy
335.51,-109.37,-36696.39,82.64,83.79,33.11,Non-Healthy
379.66,-62.61,-23771.16,43.74,78.61,46.16,Non-Healthy
415.84,-106.59,-44322.67,65.02,80.62,48.28,Non-Healthy
306.05,93.37,28575.63,39.95,70.87,39.33,Non-Healthy
406.85,-83.21,-33851.72,85.36,99.45,20.06,Healthy
369.23,65.22,24081.3,28.84,88.74,42.27,Healthy
367.67,132.99,48896.3,86.36,85.02,46.21,Healthy
360.03,8.33,2999.68,68.22,81.51,28.71,Non-Healthy
308.33,12.01,3702.63,34.95,86.18,36.26,Healthy
310.79,-11.69,-3633.06,63.36,81.4,53.8,Non-Healthy
372.11,-52.23,-19436.38,42.6,80.8,30.43,Non-Healthy
340.92,-7.3,-2489.87,45.88,83.92,27.81,Non-Healthy
410.07,30.84,12647.55,48.12,78.28,27.38,Non-Healthy
348.79,145.8,50852.83,25.07,75.4,39.56,Non-Healthy
317.19,131.33,41656.86,98.88,86.7,53.24,Non-Healthy
385.77,108.65,41911.92,22.52,95.28,41.3,Healthy
335.2,116.74,39131.25,73.0,74.58,30.62,Non-Healthy
363.06,-9.65,-3501.77,49.7,70.98,42.35,Non-Healthy
383.74,47.23,18125.3,71.68,77.4,41.87,Non-Healthy
408.03,118.52,48359.92,48.5,99.39,40.89,Healthy
395.06,-32.11,-12687.36,73.9,94.86,25.58,Healthy
381.16,138.53,52802.08,78.34,87.88,42.21,Healthy
381.56,-25.26,-9639.7,75.24,97.88,35.06,Healthy
413.51,30.32,12539.64,29.12,83.36,20.65,Non-Healthy
335.5,62.94,21116.77,72.55,99.5,38.89,Healthy
300.13,135.18,40571.32,42.4,78.89,54.62,Non-Healthy
332.63,-76.62,-25484.84,22.3,77.21,32.24,Non-Healthy
326.15,73.84,24082.46,53.19,89.14,53.79,Non-Healthy
379.42,6.24,2369.36,54.68,81.34,23.37,Non-Healthy
376.05,-69.43,-26109.91,57.37,88.79,45.64,Healthy
371.22,82.98,30804.21,76.39,79.15,24.0,Non-Healthy
301.95,15.67,4730.54,44.71,88.54,29.58,Healthy
387.45,48.29,18710.95,45.22,78.27,39.98,Non-Healthy
338.82,-53.13,-18001.59,24.84,71.53,40.75,Non-Healthy
379.81,-5.62,-2133.68,74.95,97.36,47.13,Healthy
366.79,35.21,12913.29,65.43,96.5,41.54,Healthy
341.13,-28.53,-9731.27,47.95,99.12,40.78,Healthy
316.15,-90.49,-28607.78,76.42,91.5,51.93,Non-Healthy
311.33,138.49,43116.8,62.99,90.48,35.83,Healthy
399.78,3.44,1375.36,57.54,86.77,27.88,Healthy
410.21,70.18,28786.78,60.91,73.78,25.66,Non-Healthy
377.97,-26.69,-10086.57,70.91,75.68,34.0,Non-Healthy
312.41,-43.46,-13577.58,72.8,78.68,44.95,Non-Healthy
348.24,-27.85,-9698.82,43.12,96.7,21.49,Healthy
387.47,-27.24,-10555.15,31.26,75.19,24.52,Non-Healthy
393.58,13.25,5216.5,32.53,97.69,23.71,Healthy
314.19,13.04,4097.29,71.15,85.68,40.48,Healthy
300.0,-0.85,-256.16,89.83,91.47,28.5,Healthy
385.46,-109.56,-42232.25,52.76,73.31,25.82,Non-Healthy
342.79,-1.18,-403.59,33.56,78.07,40.75,Non-Healthy
330.54,-99.27,-32812.1,80.53,98.76,46.65,Healthy
301.55,-112.16,-33821.37,86.6,77.98,31.63,Non-Healthy
364.84,129.79,47353.41,90.45,78.9,40.24,Non-Healthy
402.14,31.49,12661.32,68.55,75.93,23.43,Non-Healthy
414.92,47.85,19852.48,88.86,73.87,52.73,Non-Healthy
367.89,-29.46,-10838.72,21.23,77.0,31.79,Non-Healthy
361.74,122.69,44382.85,28.58,89.27,54.91,Non-Healthy
310.21,41.38,12836.09,27.41,83.66,54.25,Non-Healthy
365.86,80.75,29543.93,77.01,86.61,47.26,Healthy
345.6,-39.43,-13627.34,25.57,73.67,20.7,Non-Healthy
372.86,138.0,51455.49,59.71,94.06,39.02,Healthy
346.65,96.14,33326.1,57.82,93.52,23.04,Healthy
328.84,106.18,34917.29,44.86,70.65,51.33,Non-Healthy
311.4,-98.34,-30623.2,89.63,81.51,47.64,Non-Healthy
337.79,-68.71,-23209.92,33.63,72.06,54.03,Non-Healthy
311.6,-64.31,-20039.46,48.2,93.76,41.29,Healthy
321.23,-68.73,-22077.09,81.93,92.12,38.28,Healthy
418.48,106.62,44619.4,22.43,97.06,38.16,Healthy
353.29,-140.43,-49614.47,73.84,77.09,33.53,Non-Healthy
363.82,-127.17,-46267.58,85.31,83.69,36.4,Non-Healthy
404.83,-67.83,-27458.1,94.58,75.53,42.24,Non-Healthy
419.47,-90.04,-37768.13,90.1,81.14,52.65,Non-Healthy
369.93,-80.44,-29757.61,45.55,85.67,40.86,Healthy
397.5,89.38,35529.44,66.91,71.6,50.0,Non-Healthy
339.23,18.94,6424.39,26.18,91.45,50.2,Non-Healthy
336.69,-148.27,-49920.52,40.63,86.3,38.16,Healthy
348.32,-21.2,-7385.58,27.54,94.87,32.16,Healthy
380.7,-27.63,-10520.49,45.21,78.15,42.39,Non-Healthy
381.86,-115.82,-44226.01,90.01,97.1,35.61,Healthy
337.83,52.84,17851.73,47.77,99.96,22.85,Healthy
315.99,60.63,19157.92,64.95,97.58,33.22,Healthy
375.89,66.27,24909.3,54.67,93.34,54.79,Non-Healthy
315.4,68.54,21617.86,56.71,94.37,21.7,Healthy
369.42,-149.98,-55407.01,97.57,87.21,44.38,Healthy
383.21,136.18,52184.19,43.69,75.7,49.44,Non-Healthy
384.07,94.26,36203.77,70.19,90.31,42.71,Healthy
390.42,121.19,47316.35,53.61,91.38,39.94,Healthy
404.74,-145.31,-58812.01,24.89,99.56,44.76,Healthy
360.0,130.16,46856.11,59.15,86.24,35.03,Healthy
387.63,92.94,36024.99,85.07,78.14,23.2,Non-Healthy
374.3,101.17,37866.41,27.9,90.51,53.68,Non-Healthy
322.4,-122.01,-39336.85,25.57,99.38,35.13,Healthy
303.08,71.63,21710.85,32.29,75.32,43.29,Non-Healthy
334.14,137.98,46103.65,81.15,79.78,38.6,Non-Healthy
353.16,53.56,18916.95,77.92,86.26,21.91,Healthy
374.05,21.17,7918.11,65.2,75.11,53.35,Non-Healthy
402.0,133.69,53742.29,57.46,70.67,47.74,Non-Healthy
323.55,-17.12,-5538.8,91.07,80.11,25.22,Non-Healthy
315.07,29.79,9385.21,81.34,95.96,54.36,Non-Healthy
415.62,-7.1,-2950.27,84.96,71.3,45.79,Non-Healthy
312.97,129.85,40639.76,85.06,82.87,36.53,Non-Healthy
357.42,-127.17,-45454.6,71.42,92.87,41.4,Healthy
370.27,0.34,124.38,56.64,98.6,23.74,Healthy
364.96,56.09,20469.33,89.17,99.56,39.61,Healthy
310.32,87.57,27175.67,94.08,82.66,22.58,Non-Healthy
306.84,24.91,7642.11,21.9,98.51,39.07,Healthy
312.66,122.68,38355.42,24.12,71.06,39.34,Non-Healthy
370.27,132.6,49096.92,96.7,92.38,50.61,Non-Healthy
365.32,-130.7,-47749.05,42.17,89.28,45.38,Healthy
328.05,-29.29,-9608.17,89.87,77.49,28.73,Non-Healthy
376.53,-142.96,-53830.01,51.1,85.22,51.09,Non-Healthy
398.41,-51.18,-20388.54,29.53,73.89,40.06,Non-Healthy
304.99,11.06,3373.33,26.44,96.15,41.22,Healthy
359.78,123.24,44338.2,32.52,80.74,25.91,Non-Healthy
382.72,103.97,39789.7,39.99,88.78,50.02,Non-Healthy
330.28,-111.75,-36908.53,59.08,74.76,52.58,Non-Healthy
336.93,-122.09,-41136.39,76.12,76.18,47.12,Non-Healthy
373.64,26.78,10006.06,98.91,99.76,52.93,Non-Healthy
407.75,9.64,3928.85,55.32,92.59,30.58,Healthy
397.19,-70.09,-27837.8,61.45,98.86,50.14,Non-Healthy
369.98,119.84,44336.37,61.75,78.88,37.11,Non-Healthy
387.63,128.21,49697.58,63.15,74.94,25.74,Non-Healthy
343.78,-29.22,-10044.03,61.42,85.09,43.41,Healthy
376.92,117.09,44133.37,20.7,84.84,43.94,Non-Healthy
355.94,-34.82,-12392.23,20.14,75.25,30.04,Non-Healthy
322.79,71.05,22932.8,27.81,92.0,20.96,Healthy
384.21,-7.22,-2772.96,28.12,80.85,26.99,Non-Healthy
366.78,-113.23,-41528.2,76.39,75.59,33.99,Non-Healthy
343.03,128.38,44038.87,36.39,79.96,25.86,Non-Healthy
409.36,-13.77,-5637.32,91.58,86.91,26.79,Healthy
302.51,70.35,21280.55,94.29,91.79,33.7,Healthy
337.89,-39.85,-13464.3,98.07,84.46,53.66,Non-Healthy
306.83,-144.34,-44285.92,95.13,85.77,46.75,Healthy
391.98,-119.84,-46975.63,41.75,74.17,31.19,Non-Healthy
384.25,-1.13,-435.8,60.78,97.44,53.31,Non-Healthy
339.76,56.99,19362.82,34.04,97.86,42.6,Healthy
381.08,-49.58,-18893.7,84.5,90.5,35.94,Healthy
347.51,58.65,20380.4,91.07,70.53,36.39,Non-Healthy
390.75,59.59,23285.08,88.1,86.11,34.38,Healthy
354.5,61.18,21688.71,54.67,88.88,28.15,Healthy
349.47,-2.24,-784.02,80.69,99.84,33.53,Healthy
412.17,124.47,51300.79,27.81,99.88,38.48,Healthy
330.11,-3.24,-1069.89,23.22,95.73,38.48,Healthy
314.45,-14.92,-4691.79,80.26,71.91,46.66,Non-Healthy
370.15,-90.19,-33381.82,54.03,98.6,32.56,Healthy
416.32,-57.7,-24023.03,99.64,88.38,45.09,Healthy
345.34,-137.3,-47415.16,27.78,94.03,40.23,Healthy
307.44,40.06,12316.4,88.45,82.22,53.66,Non-Healthy
340.72,-75.44,-25703.42,58.4,79.59,33.48,Non-Healthy
360.71,-58.75,-21193.05,86.17,83.9,51.54,Non-Healthy
319.43,81.24,25951.95,85.37,74.41,48.72,Non-Healthy
378.97,-51.83,-19643.51,93.28,80.71,42.32,Non-Healthy
419.73,-77.34,-32462.43,43.83,95.73,42.91,Healthy
354.21,-99.28,-35166.79,95.98,71.14,22.96,Non-Healthy
342.57,82.46,28247.26,32.13,74.53,53.26,Non-Healthy
348.08,-111.09,-38668.05,26.56,73.75,23.74,Non-Healthy
313.82,-13.87,-4353.86,54.53,82.09,39.71,Non-Healthy
405.99,2.08,844.07,86.27,99.91,31.55,Healthy
349.78,56.22,19663.52,57.87,75.2,35.04,Non-Healthy
346.47,39.99,13853.74,86.34,74.36,41.36,Non-Healthy
379.16,93.22,35344.12,78.37,97.45,51.81,Non-Healthy
353.04,-136.57,-48216.83,36.75,96.46,36.01,Healthy
377.79,-61.07,-23070.68,95.91,70.97,54.57,Non-Healthy
307.37,-65.96,-20274.29,24.86,92.55,40.75,Healthy
397.65,-106.19,-42228.07,91.86,89.66,25.62,Healthy
412.86,-63.25,-26111.99,44.36,93.03,26.65,Healthy
377.85,-57.07,-21564.16,60.01,84.84,45.06,Non-Healthy
414.55,6.57,2721.65,53.79,99.74,21.76,Healthy
318.17,49.11,15625.85,33.75,71.32,36.81,Non-Healthy
357.29,-35.67,-12744.48,48.65,77.03,25.19,Non-Healthy
372.22,65.84,24507.15,35.43,81.9,35.16,Non-Healthy
369.81,-49.15,-18176.23,36.31,83.49,46.25,Non-Healthy
348.18,-62.91,-21905.42,34.96,97.64,36.06,Healthy
340.57,12.36,4208.23,59.12,86.8,25.72,Healthy
315.22,-142.89,-45040.08,83.83,71.35,28.82,Non-Healthy
347.01,-126.06,-43745.1,65.52,82.24,32.86,Non-Healthy
319.52,-24.61,-7863.09,91.46,82.49,22.43,Non-Healthy
388.12,132.87,51571.5,70.92,98.96,40.45,Healthy
325.06,66.45,21601.37,75.15,87.98,41.26,Healthy
307.03,-123.56,-37936.98,73.41,89.07,22.18,Healthy
366.28,103.9,38055.22,55.96,91.4,34.08,Healthy
371.43,69.69,25884.87,75.15,93.1,34.49,Healthy
404.63,33.28,13467.67,25.58,89.05,31.68,Healthy
369.24,96.09,35479.28,88.79,77.12,39.52,Non-Healthy
341.46,-28.77,-9822.73,82.22,96.22,32.11,Healthy
396.36,-83.55,-33115.87,39.62,91.96,34.57,Healthy
364.83,3.61,1315.96,81.44,92.26,47.91,Healthy
309.51,14.65,4535.16,21.01,99.9,25.67,Healthy
367.9,11.5,4230.11,37.38,94.08,41.67,Healthy
408.96,19.52,7983.82,25.21,94.87,37.7,Healthy
347.56,134.61,46785.23,82.42,98.54,30.68,Healthy
335.56,120.67,40493.15,80.47,74.53,45.46,Non-Healthy
317.22,112.72,35755.07,85.09,84.93,39.29,Non-Healthy
318.17,90.43,28770.85,20.36,87.42,36.71,Healthy
351.93,133.03,46817.04,60.1,79.88,43.37,Non-Healthy
371.48,-120.45,-44745.55,76.39,95.18,48.08,Healthy
309.67,-70.46,-21820.56,32.43,92.87,54.04,Non-Healthy
412.75,-1.48,-612.19,71.98,91.63,42.03,Healthy
390.62,103.96,40608.58,26.73,99.91,50.61,Non-Healthy
370.39,1.55,574.01,34.51,77.78,20.04,Non-Healthy
399.41,74.41,29720.46,58.06,92.06,38.56,Healthy
309.62,-108.31,-33535.83,72.29,86.54,27.51,Healthy
357.22,-74.28,-26532.87,31.67,79.39,23.3,Non-Healthy
375.61,69.53,26117.31,34.82,74.82,38.62,Non-Healthy
399.44,-100.58,-40175.43,36.36,96.88,46.14,Healthy
394.02,-44.59,-17570.46,39.1,87.86,34.43,Healthy
333.25,-70.54,-23507.38,38.12,94.75,43.45,Healthy
412.91,-45.04,-18597.89,51.61,86.36,37.14,Healthy
314.92,62.5,19681.72,72.3,76.6,35.3,Non-Healthy
405.02,-39.65,-16057.2,55.04,80.13,30.16,Non-Healthy
416.51,16.58,6905.36,82.08,81.45,33.39,Non-Healthy
321.26,-120.02,-38557.58,77.54,99.19,32.24,Healthy
386.65,91.51,35380.34,30.12,70.17,42.62,Non-Healthy
304.83,-39.03,-11898.72,23.91,99.57,24.06,Healthy
348.65,44.56,15535.96,90.24,99.41,23.24,Healthy
361.95,67.62,24474.2,26.39,99.88,43.1,Healthy
369.68,-87.1,-32199.54,31.87,84.3,39.12,Non-Healthy
412.31,115.4,47581.89,21.77,98.91,35.06,Healthy
380.67,34.87,13272.93,70.27,81.87,25.34,Non-Healthy
357.75,-21.38,-7649.65,66.59,70.79,34.39,Non-Healthy
397.16,-95.3,-37849.22,98.95,76.73,47.64,Non-Healthy
414.06,132.69,54942.26,90.95,98.36,51.14,Non-Healthy
302.65,76.52,23158.76,52.87,70.41,44.59,Non-Healthy
417.9,-87.59,-36605.18,49.73,86.38,22.1,Healthy
310.34,-48.69,-15109.25,43.75,72.27,43.46,Non-Healthy
397.73,92.9,36949.69,32.19,78.59,28.43,Non-Healthy
333.64,58.7,19585.78,31.05,72.64,31.03,Non-Healthy
315.86,79.74,25185.31,30.58,95.79,26.86,Healthy
352.78,-17.64,-6222.97,29.13,87.73,47.15,Healthy
377.27,64.94,24501.31,39.24,97.06,42.7,Healthy
345.71,-34.05,-11772.22,44.53,90.65,41.41,Healthy
306.55,-86.62,-26553.52,96.93,99.13,43.38,Healthy
371.94,39.8,14804.18,66.28,85.3,28.29,Healthy
408.29,142.8,58305.29,99.01,89.16,35.56,Healthy
345.99,-56.82,-19658.81,49.8,87.29,42.16,Healthy
325.96,-11.71,-3816.7,56.61,84.53,42.28,Non-Healthy
353.11,52.2,18432.45,45.97,95.38,47.71,Healthy
305.8,12.45,3807.83,34.63,89.34,30.05,Healthy
398.46,103.03,41052.52,31.45,94.04,46.96,Healthy
399.16,78.52,31343.24,95.61,93.59,35.41,Healthy
370.56,-132.51,-49103.22,98.94,75.73,43.46,Non-Healthy
342.37,149.53,51193.69,23.59,89.5,35.95,Healthy
395.97,75.72,29983.44,32.03,75.99,53.2,Non-Healthy
366.56,109.17,40017.99,53.88,87.5,26.28,Healthy
399.11,45.36,18103.44,34.91,90.32,43.63,Healthy
375.78,106.89,40164.92,49.11,99.92,40.18,Healthy
394.13,-116.29,-45831.29,30.33,70.92,26.05,Non-Healthy
371.83,-45.68,-16984.58,56.52,72.74,22.31,Non-Healthy
349.7,112.93,39489.97,41.74,72.31,47.97,Non-Healthy
414.95,-89.5,-37139.76,48.15,81.95,25.51,Non-Healthy
364.93,-126.53,-46174.1,27.55,94.65,26.53,Healthy
372.61,86.44,32206.86,54.25,95.32,54.25,Non-Healthy
326.46,100.65,32856.69,98.66,92.11,45.1,Healthy
375.08,-101.2,-37959.53,46.31,96.91,28.77,Healthy
368.59,106.3,39182.83,90.11,79.69,40.68,Non-Healthy
322.18,56.03,18051.89,87.46,72.64,38.69,Non-Healthy
307.15,6.02,1850.52,96.16,71.74,49.56,Non-Healthy
372.52,99.08,36907.75,83.21,95.56,45.53,Healthy
391.64,-24.23,-9487.64,72.77,91.91,49.11,Healthy
362.81,-91.8,-33306.45,88.53,90.96,27.4,Healthy
327.21,-64.54,-21119.68,26.05,80.19,42.41,Non-Healthy
379.98,1.55,588.67,57.03,81.4,21.41,Non-Healthy
309.61,9.4,2910.12,99.14,98.74,22.41,Healthy
353.02,91.67,32362.85,81.57,71.91,44.97,Non-Healthy
